ref,role,user_id,alias,name-check (internal),name,street,street2,city,state_id,zip,country
2255,"Customer,Expense",,INSOURCE MATERIALS,TRUE,INSOURCE MATERIALS,170 Mark I Dr,,Henry,TN,38231,United States
2608,"Supplier,Expense",Igor Beylin,EVERGREEN RECYCLERS,TRUE,EVERGREEN RECYCLERS,240 Novy Street,,Jackson,TN,38301,United States
2368,"Supplier,Expense",Arthur Akopyan,RTS SOLUTIONS LLC,TRUE,RTS SOLUTIONS LLC,96 American Dr.,Ste 100A,Jackson,TN,38301,United States
2313,"Customer,Supplier,Expense",Tiffany White,501K RECYCLING LLC,TRUE,501K RECYCLING LLC,540 Beaver Creek Rd,,Huntingdon,TN,38344,United States
2308,"Supplier,Expense",Ricardo Pereira,M&J FARMS,TRUE,M&J FARMS,1360 Davis Rd,,Lexington,TN,38351,United States
2369,"Customer,Supplier,Expense",Arthur Akopyan,PARKER PALLET,TRUE,PARKER PALLET,85 Gibson Hwy,,Milan,TN,38358,United States
1991,Supplier,Tiffany White,APPERTAIN CORP,TRUE,APPERTAIN CORP,302 Eighth St.,,Pulaski,TN,38478,United States
1169,Expense,,PFS TRANSPORTATION INC,TRUE,PFS TRANSPORTATION INC,PO Box 1752,,Memphis,TN,38101-1752,United States
2305,"Supplier,Expense",Ricardo Pereira,HD PALLET COMPANY LLC,TRUE,HD PALLET COMPANY LLC,"1910 Madison Ave., Ste 66",,Memphis,TN,38104-2620,United States
1883,Supplier,Igor Beylin,METROPLEX WOOD PALLETS,TRUE,METROPLEX WOOD PALLETS,P.O. Box 21276,,Houston,TX,21276,United States
2155,"Customer,Expense",,TRUE PLASTICS RECYCLING LLC,TRUE,TRUE PLASTICS RECYCLING LLC,2908 COMMODORE DR,,CARROLLTON,TX,75007,United States
2597,Expense,,DM PLASTICS INC,TRUE,DM PLASTICS INC,691 VZ County Road 1519,,Grand Saline,TX,75140,United States
2442,"Customer,Supplier,Expense",,MAUSER PACKAGING - SOUTH PLAINFIELD,TRUE,MAUSER PACKAGING - SOUTH PLAINFIELD,PO Box 212061,,Dallas,TX,75211,United States
2418,"Customer,Expense",,SPOT-ON SERVICES,TRUE,SPOT-ON SERVICES,410 Hillburn Drive,,Dallas,TX,75217,United States
1751,"Customer,Expense",,CARBONLITE RECYCLING LLC,TRUE,CARBONLITE RECYCLING LLC,4685 Mountain Creek Pkwy,,Dallas,TX,75236,United States
1878,"Supplier,Expense",,PAL-SERV,TRUE,PAL-SERV,4100 Platinum Way,,Dallas,TX,75237,United States
1990,Supplier,Igor Beylin,PLASTIC PALLET PRODUCTION,TRUE,PLASTIC PALLET PRODUCTION,4100 Platinum Way,,Dallas,TX,75237,United States
2029,"Customer,Supplier",Igor Beylin,FCC ENVIRONMENTAL SERVICES,TRUE,FCC ENVIRONMENTAL SERVICES,5200 Simpson Stuart Rd,,Dallas,TX,75241,United States
1631,"Supplier,Expense",Igor Beylin,ATC PLASTICS LLC,TRUE,ATC PLASTICS LLC,PO BOX 660367,,Dallas,TX,75266,United States
2075,"Customer,Supplier,Expense",,REVOLUTION COMPANY,TRUE,REVOLUTION COMPANY,P.O. Box 660367,,Dallas,TX,75266,United States
2609,"Customer,Supplier,Expense",Arthur Buyanovskiy,BR INTERNATIONAL USA LLC,TRUE,BR INTERNATIONAL USA LLC,1208 Commercial Blvd N,,Arlington,TX,76001,United States
1584,"Customer,Expense",,PETMATE,TRUE,PETMATE,PO Box 1246,,Arlington,TX,76004,United States
1570,Expense,,AMINO TRANSPORT INC,TRUE,AMINO TRANSPORT INC,PO 54220,,Hurst,TX,76054,United States
2342,"Customer,Supplier",Arthur Buyanovskiy,APJ RECYCLING,TRUE,APJ RECYCLING,401 N CARROLL AVE #180,,SOUTHLAKE,TX,76092,United States
1993,"Supplier,Expense",Ricardo Pereira,FRICKS PALLET COMPANY,TRUE,FRICKS PALLET COMPANY,101 Go Forth Road,,Ft. Worth,TX,76126,United States
1679,"Supplier,Expense",,EVERGREEN RECYCLING,TRUE,EVERGREEN RECYCLING,1110 Everman Pkwy,,FORT WORTH,TX,76140,United States
2516,"Supplier,Expense",Igor Beylin,HELLO BELLO,TRUE,HELLO BELLO,2101 Texas Central Pkwy,,Waco,TX,76712,United States
2185,"Supplier,Expense",Tiffany White,ANSUYA POLYMERS,TRUE,ANSUYA POLYMERS,3016 Canal Street,,Houston,TX,77003,United States
2399,"Customer,Supplier,Expense",,RECYCLING TECHNOLOGY CONSULTANTS,TRUE,RECYCLING TECHNOLOGY CONSULTANTS,3635 TRAILMOBILE DRIVE,,Houston,TX,77013,United States
2227,"Supplier,Expense",,BYRD TRADING LLC,TRUE,BYRD TRADING LLC,222 Grove Street,,Houston,TX,77020,United States
2556,"Supplier,Expense",Ricardo Pereira,LOPEZ & CO METALS LLC,TRUE,LOPEZ & CO METALS LLC,222 Grove Street,,Houston,TX,77020,United States
2021,"Customer,Supplier",Ricardo Pereira,LOPEZ SCRAP METAL,TRUE,LOPEZ SCRAP METAL,"2160 Harbor St,",,Houston,TX,77020,United States
2443,"Supplier,Expense",Ricardo Pereira,GOLD STAR METALS,TRUE,GOLD STAR METALS,7944 Dockal Road,,Houston,TX,77028,United States
1741,"Customer,Supplier,Expense",,AVANGARD INNOVATIVE,TRUE,AVANGARD INNOVATIVE,11906 Brittmoore Oark Drive,,Houston,TX,77041,United States
2373,Expense,,NAV LOGISTICS INC,TRUE,NAV LOGISTICS INC,12620 FM 1960 A-4,,Houston,TX,77065,United States
2581,Expense,,MV HOUSTON CROSS DOCK,TRUE,MV HOUSTON CROSS DOCK,7075 Cypress Creek Pkwy,,Houston,TX,77066,United States
1922,"Customer,Supplier",,ENVIRONMENTAL WASTE RECYCLING INC,TRUE,ENVIRONMENTAL WASTE RECYCLING INC,8420 Rayson Rd.,,Houston,TX,77080,United States
1729,"Supplier,Expense",Ricardo Pereira,FLORES PALLET LLC,TRUE,FLORES PALLET LLC,6101 Dixie Drive,,Houston,TX,77087,United States
1178,Expense,,TRANSMAR DISTRIBUTION SERVICES LTD,TRUE,TRANSMAR DISTRIBUTION SERVICES LTD,PO Box 15644,8525 Market Street Rd,Houston,TX,77220,United States
2364,Expense,,GRAVITY CONCEPTS LIMITED,TRUE,GRAVITY CONCEPTS LIMITED,17505 Telge Rd,Suite 102,Cypress,TX,77429,United States
1598,"Customer,Supplier,Expense",,LAUDADIO POLYMERS INC,TRUE,LAUDADIO POLYMERS INC,20701 Clay Center Dr.,,Katy,TX,77449,United States
1873,"Supplier,Expense",Igor Beylin,AKROTEX EXTRUSION INC,TRUE,AKROTEX EXTRUSION INC,PO Box 1508,Attn: Deesie Garza,Orange,TX,77630,United States
2563,"Supplier,Expense",Igor Beylin,AV CARGO SOLUTIONS,TRUE,AV CARGO SOLUTIONS,1901 Aduanales Lane,,Laredo,TX,78041,United States
1662,"Customer,Expense",,RPM RECYCLING,TRUE,RPM RECYCLING,2037 W Summit Ave,,San Antonio,TX,78201,United States
2060,"Customer,Expense",Arthur Buyanovskiy,BALLYHOO PLASTICS LLC,TRUE,BALLYHOO PLASTICS LLC,430 South Padre Island Drive,,Corpus Christi,TX,78405,United States
2336,"Supplier,Expense",Arthur Buyanovskiy,FLEX TECH HOSE & TUBING LLC,TRUE,FLEX TECH HOSE & TUBING LLC,1100 Civic Center Loop,,San Marcos,TX,78666,United States
1380,"Customer,Supplier",,BALCONES RECYCLING,TRUE,BALCONES RECYCLING,9301 Johnny Morris Road,,Austin,TX,78724,United States
1879,"Customer,Supplier,Expense",,PIVOT TRADING,TRUE,PIVOT TRADING,11601 W Hwy 290,Suite A101393,Austin,TX,78737,United States
2268,Expense,,FREIGHTPROS,TRUE,FREIGHTPROS,2535 Brockton Dr,Suite 500,Austin,TX,78758,United States
1988,Supplier,Igor Beylin,CITY OF PLAINVIEW,TRUE,CITY OF PLAINVIEW,1018 E 4th Street,,Plainview,TX,79072,United States
1736,"Supplier,Expense",Igor Beylin,BUTTS RECYCLING INC,TRUE,BUTTS RECYCLING INC,26 W Industrial Loop,,Midland,TX,79701,United States
2426,"Supplier,Expense",Igor Beylin,W SILVER RECYCLING,TRUE,W SILVER RECYCLING,601 N Mesa Street,Suite 1500,El Paso,TX,79901,United States
2339,Expense,,RECYCLING & WASTE REDUCTION,TRUE,RECYCLING & WASTE REDUCTION,2812 North Nichols Street,,Ft Worth,TX,86106,United States
2417,"Customer,Supplier,Expense",,IBC TOTE RECYCLING LLC,TRUE,IBC TOTE RECYCLING LLC,772 Lyonwood Ave,,Austin,TX,91789,United States
1488,Expense,,GLOBAL EXPRESS LOGISTICS INC,TRUE,GLOBAL EXPRESS LOGISTICS INC,P.O. Box 840267,,Dallas,TX,75284-0267,United States
1315,Supplier,Igor Beylin,BFI RALEIGH RECYCLERY,TRUE,BFI RALEIGH RECYCLERY,PO Box 841977,,Dallas,TX,75284-1977,United States
1851,Expense,,FULMER LOGISTICS SERVICES INC,TRUE,FULMER LOGISTICS SERVICES INC,P.O. BOX 202056,,DALLAS,TX,75320-2056,United States
1395,"Customer,Supplier",,FEDERAL INTERNATIONAL,TRUE,FEDERAL INTERNATIONAL,PO Box 203505,,Dallas,TX,75320-3505,United States
1671,"Customer,Supplier,Expense",Ricardo Pereira,FEDERAL RECYCLING & WASTE SOLUTIONS,TRUE,FEDERAL RECYCLING & WASTE SOLUTIONS,PO Box 203505,,Dallas,TX,75320-3505,United States
1620,Expense,,ARRIVE LOGISTICS LLC,TRUE,ARRIVE LOGISTICS LLC,PO Box 207779,,Dallas,TX,75320-7779,United States
1615,Expense,,JE KOCAK TRUCKING & TRANS SVS LLC,TRUE,JE KOCAK TRUCKING & TRANS SVS LLC,PO Box 961029,,Fort Worth,TX,76161-1029,United States
2054,"Supplier,Expense",Ricardo Pereira,VIKOZ ENTERPRISES INC,TRUE,VIKOZ ENTERPRISES INC,"1270 E, Siesta Dr",,Sandy,UT,84093,United States
1569,Expense,,SAVAGE LOGISTICS INC,TRUE,SAVAGE LOGISTICS INC,Dept 418,PO Box 30015,Salt Lake City,UT,84157,United States
1504,Expense,,TRANS DYNAMICS INC,TRUE,TRANS DYNAMICS INC,PO Box 57908,,Salt Lake City,UT,84157,United States
1475,"Customer,Supplier,Expense",Igor Beylin,INTERWEST PAPER,TRUE,INTERWEST PAPER,PO Box 65382,,Salt Lake City,UT,84165,United States
2107,"Customer,Expense",Arthur Buyanovskiy,MERCURY POLYMERS LLC,TRUE,MERCURY POLYMERS LLC,12110 Sunset Hills Rd,Ste 600,Reston,VA,20194,United States
1254,Supplier,Arthur Akopyan,PLASTIC REUSE,TRUE,PLASTIC REUSE,8529 crestview drive,,Fairfax,VA,22031,United States
2505,"Supplier,Expense",,IN HOME VACCINES LLC,TRUE,IN HOME VACCINES LLC,3213 Cofer Rd,,Falls Church,VA,22042,United States
1267,Supplier,Arthur Akopyan,SOUTHERN SCRAP / PRES WMS,TRUE,SOUTHERN SCRAP / PRES WMS,PO Box 3235,,Winchester,VA,22604,United States
1742,"Supplier,Expense",Igor Beylin,GREEN EARTH LLC,TRUE,GREEN EARTH LLC,P.O. Box 1347,,Harrisonburg,VA,22803,United States
1998,Supplier,Igor Beylin,BLUE RIDGE PALLET LLC,TRUE,BLUE RIDGE PALLET LLC,17 Commonwealth Dr.,PO Box 147,Lyndhurst,VA,22952,United States
2264,"Supplier,Expense",Ricardo Pereira,ALLIED PALLET CO,TRUE,ALLIED PALLET CO,7151 Poindexter Rd.,,New Kent,VA,23124,United States
1760,"Supplier,Expense",Igor Beylin,AMERICAN PALLET INC,TRUE,AMERICAN PALLET INC,PO Box 17615,,Richmond,VA,23226,United States
2525,"Customer,Supplier,Expense",Arthur Akopyan,GXO,TRUE,GXO,1501 Bellwood Road,,Richmond,VA,23237,United States
1929,"Customer,Supplier,Expense",Igor Beylin,BIRDSONG PEANUTS,TRUE,BIRDSONG PEANUTS,311 Factory St,,Suffolk,VA,23434,United States
2447,"Supplier,Expense",Mack McMurray,RIVER AND RAIL ENVIRONMENTAL,TRUE,RIVER AND RAIL ENVIRONMENTAL,425 S Saratoga St,,Suffolk,VA,23434,United States
2568,"Supplier,Expense",Igor Beylin,ATLANTIC TRANSPORT LLC,TRUE,ATLANTIC TRANSPORT LLC,4325 Wishart Rd,,Virginia Beach,VA,23455,United States
1131,"Customer,Supplier",Arthur Akopyan,RDS,TRUE,RDS,PO Box 5569,,Virginia Beach,VA,23471,United States
1915,Supplier,Tiffany White,EMI RECYCLING,TRUE,EMI RECYCLING,636 Commerce Street,,Stuart,VA,24171,United States
,,,,TRUE,,,,,,,
2118,Customer,,TREX COMPANY,TRUE,TREX COMPANY,160 Exeter Drive,,Winchester,VA,22603-8605,United States
1199,"Customer,Supplier,Expense",Arthur Akopyan,BUTLER PAPER RECYCLING INC,TRUE,BUTLER PAPER RECYCLING INC,PO Box 1602,,Suffolk,VA,23439-1602,United States
2267,Expense,,CAVALRY TRUCKING LLC,TRUE,CAVALRY TRUCKING LLC,PO Box 262,,Bridgewater Corners,VT,5035,United States
1335,"Customer,Supplier,Expense",Ricardo Pereira,CASELLA WASTE SYSTEMS,TRUE,CASELLA WASTE SYSTEMS,PO BOX 1364,,Williston,VT,5495,United States
1904,"Customer,Supplier,Expense",Ricardo Pereira,HAYES RECYCLED PALLETS,TRUE,HAYES RECYCLED PALLETS,16 Maple St,,Leicester,VT,5733,United States
2124,Expense,,QUEST TRANSPORTATION,TRUE,QUEST TRANSPORTATION,2280 Memorial Drive,PO Box 247,Saint Johnsbury,VT,05819-0247,United States
1866,"Customer,Supplier,Expense",,HAMILTON POLYMERS COMPANY,TRUE,HAMILTON POLYMERS COMPANY,10355 NE Valley Rd. #4650,,Rollingbay,WA,98061,United States
2166,"Customer,Expense",,GREEN RHINO RECYCLING,TRUE,GREEN RHINO RECYCLING,2809 Academy Drive SE,,Auburn,WA,98092,United States
1695,"Supplier,Expense",Igor Beylin,REPUBLIC SERVICES INC,TRUE,REPUBLIC SERVICES INC,2733 3rd Avenue South,,Seattle,WA,98134,United States
1507,Expense,,DELTA LOGISTICS LLC,TRUE,DELTA LOGISTICS LLC,Orange Commercial Credit,PO Box 11099,Olympia,WA,98508,United States
2622,"Customer,Expense",,JIFRAM EXTRUSIONS INC,TRUE,JIFRAM EXTRUSIONS INC,320 Forest Avenue,,Sheboygan Falls,WI,53085,United States
1520,"Supplier,Expense",Arthur Buyanovskiy,AMERICAN METAL & PAPER RECYCLING INC,TRUE,AMERICAN METAL & PAPER RECYCLING INC,935 Schoenhaar Drive,,West Bend,WI,53090,United States
1453,"Supplier,Expense",Lindsey Malyavko,JOHNS DISPOSAL SERVICES,TRUE,JOHNS DISPOSAL SERVICES,7311 Omega Cr,,Franksville,WI,53126,United States
2565,"Supplier,Expense",Arthur Akopyan,FENCE FINDERS LLC,TRUE,FENCE FINDERS LLC,1290 Lincoln Ave,,Waukesha,WI,53186,United States
1391,Supplier,,DR PLASTICS INC,TRUE,DR PLASTICS INC,"W9390 State Road 59,",,Whitewater,WI,53190,United States
1576,"Supplier,Expense",,ALLIED RESOURCE RECOVERY INC,TRUE,ALLIED RESOURCE RECOVERY INC,1911 S. 80th Street,,West Allis,WI,53219,United States
2419,"Supplier,Expense",Mack McMurray,COMPLETE RECYCLING SOLUTIONS LLC,TRUE,COMPLETE RECYCLING SOLUTIONS LLC,2529 East Norwich Avenue,,Milwaukee,WI,53235,United States
1860,"Supplier,Expense",,MID AMERICA STEEL DRUM COMPANY,TRUE,MID AMERICA STEEL DRUM COMPANY,3950 S Pennsylvania Ave,,St Francis,WI,53235,United States
2309,"Customer,Expense",,PLACON CORP,TRUE,PLACON CORP,6096 McKee Road,,Madison,WI,53719,United States
1589,"Customer,Supplier,Expense",,GAR PLASTICS INC,TRUE,GAR PLASTICS INC,240 North Birdsey St,,Columbus,WI,53925,United States
1836,"Customer,Supplier,Expense",Lindsey Malyavko,ARONSON RECYCLING,TRUE,ARONSON RECYCLING,P.O. Box 509,,Waupun,WI,53963,United States
1540,"Customer,Supplier,Expense",,BYPRODUCT RECYCLING LLC,TRUE,BYPRODUCT RECYCLING LLC,W239 Deering Lane,,Kaukauna,WI,54130,United States
2414,"Supplier,Expense",Mack McMurray,MS MATERIALS LLC,TRUE,MS MATERIALS LLC,P.O. Box 1997,,Appleton,WI,54140,United States
2574,"Supplier,Expense",Arthur Buyanovskiy,CROSS INDUSTRIES,TRUE,CROSS INDUSTRIES,P.O.Box 127,,Saumico,WI,54173,United States
1545,Expense,,B&D WAREHOUSE - INVENTORY ONLY,TRUE,B&D WAREHOUSE - INVENTORY ONLY,2148 Badgerland Drive,,Green Bay,WI,54307,United States
1386,Supplier,Tiffany White,COMMERCIAL RECYCLING CORP,TRUE,COMMERCIAL RECYCLING CORP,W. 6779 State Highway 64,,Medford,WI,54451,United States
2225,"Supplier,Expense",Ricardo Pereira,HAY CREEK PALLET,TRUE,HAY CREEK PALLET,5094 2nd Ave,,Pittsville,WI,54466,United States
1673,"Supplier,Expense",Lindsey Malyavko,ADVANCED DISPOSAL WI,TRUE,ADVANCED DISPOSAL WI,600 Moore Rd,,Plover,WI,54467,United States
1535,Supplier,,EAGLE WASTE & RECYCLING INC,TRUE,EAGLE WASTE & RECYCLING INC,PO Box 729,,Eagle River,WI,54521,United States
1814,"Supplier,Expense",Lindsey Malyavko,GREEN CIRCLE RECYCLING LLC,TRUE,GREEN CIRCLE RECYCLING LLC,2850 Larson Street,,La Crosse,WI,54603,United States
1625,"Supplier,Expense",,D&M RECYCLING INC,TRUE,D&M RECYCLING INC,841 2nd Ave SW,,Onalaska,WI,54650,United States
2380,"Supplier,Expense",Tiffany White,DYNAMIC LIFECYCLE INNOVATIONS,TRUE,DYNAMIC LIFECYCLE INNOVATIONS,N5549 County Rd Z,,Onalaska,WI,54650,United States
2528,"Supplier,Expense",Igor Beylin,VENTEK SOLUTIONS LLC,TRUE,VENTEK SOLUTIONS LLC,210 Spring Street,,Eau Claire,WI,54703,United States
1571,"Supplier,Expense",Lindsey Malyavko,DUNN COUNTY SOLID WASTE & RECYCLING,TRUE,DUNN COUNTY SOLID WASTE & RECYCLING,800 Wilson Avenue,Room 235,Menomonie,WI,54751,United States
1958,"Supplier,Expense",Lindsey Malyavko,PACKAGING PARTNERS LTD,TRUE,PACKAGING PARTNERS LTD,10700 W. Venture Dr,,Franklin,WI,54751,United States
2456,"Supplier,Expense",,APPLETON PALLETS,TRUE,APPLETON PALLETS,N 3080 Jeske Rd,,Appleton,WI,54913,United States
2041,"Customer,Supplier,Expense",Arthur Buyanovskiy,GREENVIEW MATERIALS INC,TRUE,GREENVIEW MATERIALS INC,1800 W Rogers Ave,,Appleton,WI,54914,United States
1780,"Supplier,Expense",Igor Beylin,KONZ WOOD PRODUCTS,TRUE,KONZ WOOD PRODUCTS,616 N Perkins Street,,Appleton,WI,54914,United States
2501,"Customer,Expense",Igor Beylin,W WAREHOUSING,TRUE,W WAREHOUSING,1800 Rogers Ave,,Appleton,WI,54914,United States
2135,"Supplier,Expense",Igor Beylin,PERFORMANCE PALLET CORP,TRUE,PERFORMANCE PALLET CORP,112 N. Mainline Drive,,Seymour,WI,54165-1174,United States
1400,Supplier,,IROW SHREDDING RECYCLING,TRUE,IROW SHREDDING RECYCLING,1040 Indianhead Drive,,Mosinee,WI,54455-9603,United States
1412,Supplier,Lindsey Malyavko,OUTAGAMIE COUNTY RECYCLING,TRUE,OUTAGAMIE COUNTY RECYCLING,1419 Holland Road,,Appleton,WI,54911-8985,United States
2355,"Supplier,Expense",Igor Beylin,JACKSON COUNTY DEVELOPMENTAL CENTER,TRUE,JACKSON COUNTY DEVELOPMENTAL CENTER,270 Jack Burlingame Dr,,Millwood,WV,25262,United States
2235,"Supplier,Expense",Ricardo Pereira,KANAWHA COUNTY SOLID WASTE AUTHORITY,TRUE,KANAWHA COUNTY SOLID WASTE AUTHORITY,600 Slack Street,,Charleston,WV,25301,United States
